用户ID,用户所在地,年龄,性别,权益
CUST_666505,西贡区,36,男,普通
CUST_893622,徐汇区,39,男,会员
CUST_550830,宝鸡市,48,女,普通
CUST_853774,渝中区,41,男,普通
CUST_297472,大连市,57,,普通
CUST_191594,深圳市,27,女,普通
CUST_742034,阿勒泰地区,44,男,会员
CUST_352293,芜湖市,34,女,普通
CUST_394886,临沂市,32,男,会员
CUST_348620,密云区,59,女,会员
CUST_734514,孝感市,50,女,普通
CUST_235001,咸宁市,54,男,会员
CUST_448391,大渡口区,54,女,会员
CUST_559929,未知,27,男,会员
CUST_125981,庆阳市,55,男,普通
CUST_557613,佳木斯市,37,男,会员
CUST_252284,巴南区,133,女,会员
CUST_542171,十堰市,33,女,会员
CUST_996084,广元市,30,男,普通
CUST_430632,六盘水市,34,女,会员
CUST_273242,连云港市,55,男,普通
CUST_961708,广州市,55,女,会员
CUST_962341,延安市,45,男,会员
CUST_523097,湖州市,41,男,普通
CUST_985878,丽水市,28,男,普通
CUST_525969,四平市,19,男,普通
CUST_798423,陵水黎族自治县,44,男,普通
CUST_547720,延安市,26,男,会员
CUST_309431,湘潭市,38,女,会员
CUST_608754,南宁市,35,女,普通
CUST_902915,铜川市,53,男,会员
CUST_848543,通州区,33,女,会员
CUST_939712,屯昌县,47,女,会员
CUST_631990,绵阳市,40,男,普通
CUST_581049,南阳市,34,男,普通
CUST_342687,台北市,38,男,会员
CUST_185068,白山市,34,男,普通
CUST_407055,汉中市,50,女,普通
CUST_768608,漯河市,7,女,普通
CUST_937662,西安市,25,男,普通
CUST_901335,齐齐哈尔市,35,女,普通
CUST_145546,南通市,53,男,普通
CUST_480453,温州市,46,女,普通
CUST_462719,榆林市,41,女,普通
CUST_533869,阜阳市,35,女,普通
CUST_685536,绵阳市,39,男,会员
CUST_728884,江北区,44,女,普通
CUST_659825,通辽市,41,女,会员
CUST_888754,乐山市,46,男,会员
CUST_273274,西安市,38,男,普通
CUST_391608,中山市,48,,普通
CUST_834005,济宁市,36,女,普通
CUST_925528,徐汇区,58,男,普通
CUST_470687,台南市,46,女,会员
CUST_462701,济南市,7,男,会员
CUST_419625,铜梁区,34,女,会员
CUST_672154,高雄市,42,女,普通
CUST_295317,宣城市,42,女,会员
CUST_997128,万宁市,49,男,普通
CUST_847404,万宁市,43,男,会员
CUST_920788,沙坪坝区,40,女,会员
CUST_557059,黄冈市,41,男,普通
CUST_933822,宿迁市,28,男,会员
CUST_853868,攀枝花市,43,男,会员
CUST_612563,保亭黎族苗族自治县,49,女,普通
CUST_938653,三沙市,43,男,会员
CUST_837120,无锡市,43,男,普通
CUST_643222,西双版纳傣族自治州,49,女,会员
CUST_559931,长宁区,45,男,会员
CUST_262804,日喀则市,39,男,会员
CUST_575760,鹰潭市,52,女,会员
CUST_435405,牡丹江市,27,男,普通
CUST_810738,海西蒙古族藏族自治州,39,女,会员
CUST_571958,酒泉市,43,女,普通
CUST_656977,东营市,19,女,会员
CUST_441574,平谷区,40,女,会员
CUST_794420,福州市,58,男,会员
CUST_375486,鄂尔多斯市,33,男,会员
CUST_674048,白山市,41,女,普通
CUST_665050,佳木斯市,32,男,会员
CUST_381797,浦东新区,46,男,普通
CUST_433388,沙坪坝区,50,女,普通
CUST_998404,四平市,50,男,普通
CUST_747112,固原市,55,男,会员
CUST_256031,河池市,40,女,普通
CUST_951856,北辰区,14,男,会员
CUST_130873,宁波市,43,女,普通
CUST_758512,塔城地区,50,女,普通
CUST_233772,西宁市,45,男,会员
CUST_792166,基隆市,47,女,普通
CUST_613948,辽阳市,33,男,普通
CUST_608293,大堂区,44,男,普通
CUST_241681,南京市,45,女,会员
CUST_941189,和平区,45,男,会员
CUST_322688,徐汇区,52,男,会员
CUST_874240,昭通市,63,女,普通
CUST_896329,海西蒙古族藏族自治州,49,男,会员
CUST_288904,荆州市,38,女,普通
CUST_872401,金山区,34,男,会员
CUST_968643,西安市,40,男,普通
CUST_934931,北海市,42,男,会员
CUST_697683,洛阳市,23,女,会员
CUST_432727,枣庄市,39,女,会员
CUST_306385,安顺市,46,女,会员
CUST_737080,未知,50,女,会员
CUST_598766,陇南市,44,女,普通
CUST_321398,三门峡市,40,男,会员
CUST_461615,滨海新区,25,男,会员
CUST_710199,海口市,31,男,普通
CUST_235233,大堂区,51,男,会员
CUST_113111,江门市,39,男,普通
CUST_128214,桃园市,34,女,会员
CUST_839108,咸阳市,49,女,会员
CUST_679447,白银市,25,男,会员
CUST_558799,河西区,29,男,会员
CUST_843578,信阳市,42,女,普通
CUST_783378,台州市,37,男,会员
CUST_423190,西双版纳傣族自治州,32,男,普通
CUST_445713,西贡区,47,男,普通
CUST_532785,拉萨市,32,男,普通
CUST_744086,青浦区,34,男,会员
CUST_885722,丽水市,49,男,会员
CUST_359507,甘南藏族自治州,48,男,会员
CUST_862825,许昌市,38,女,普通
CUST_665426,安顺市,42,男,普通
CUST_274772,广安市,45,男,会员
CUST_429940,湖州市,31,男,普通
CUST_161943,喀什市,47,男,会员
CUST_182000,昌江黎族自治县,47,男,会员
CUST_271106,河西区,41,女,会员
CUST_842396,湾仔区,41,女,会员
CUST_684708,西双版纳傣族自治州,20,女,会员
CUST_772912,无锡市,35,男,会员
CUST_330698,黄南藏族自治州,40,男,会员
CUST_751562,圣方济各堂区,40,,会员
CUST_222192,赤峰市,41,女,普通
CUST_915075,汕尾市,40,男,普通
CUST_990086,忻州市,63,女,会员
CUST_156516,张掖市,46,男,会员
CUST_846695,乌鲁木齐市,30,女,会员
CUST_741419,静海区,31,女,会员
CUST_523988,乐山市,133,男,普通
CUST_375073,忻州市,41,女,普通
CUST_759766,阜阳市,39,男,会员
CUST_293424,眉山市,41,,会员
CUST_869507,鞍山市,38,男,会员
CUST_629345,防城港市,41,男,普通
CUST_553825,咸阳市,43,男,普通
CUST_436647,濮阳市,39,男,普通
CUST_865487,未知,45,女,会员
CUST_628950,青浦区,57,男,普通
CUST_905892,河池市,32,男,会员
CUST_741052,毕节市,42,男,普通
CUST_705727,渭南市,36,男,普通
CUST_258970,乌兰察布市,57,男,普通
CUST_402821,衡阳市,133,女,普通
CUST_387451,荆州市,53,男,会员
CUST_562608,三沙市,55,男,会员
CUST_721993,镇江市,46,女,会员
CUST_934872,贵阳市,40,男,普通
CUST_719344,萍乡市,27,女,会员
CUST_264073,涪陵区,36,女,会员
CUST_877402,临汾市,50,女,会员
CUST_779659,喀什市,30,男,普通
CUST_205294,丰台区,41,女,普通
CUST_992070,肇庆市,49,男,会员
CUST_659001,滨州市,30,男,普通
CUST_890748,商丘市,49,男,普通
CUST_711489,柳州市,54,男,普通
CUST_173100,定西市,32,女,普通
CUST_570524,长宁区,52,女,会员
CUST_925139,葫芦岛市,54,男,普通
CUST_630251,黄冈市,31,女,普通
CUST_149683,洛阳市,59,女,普通
CUST_215092,丽江市,133,女,普通
CUST_290477,福州市,32,女,普通
CUST_464680,阜新市,33,女,普通
CUST_525686,扬州市,7,男,普通
CUST_241540,宁波市,23,女,会员
CUST_288893,桃园市,41,女,普通
CUST_584477,东丽区,41,女,普通
CUST_878176,黔江区,51,男,普通
CUST_434422,乐山市,26,男,普通
CUST_999305,白银市,24,女,普通
CUST_341639,巴音郭楞蒙古自治州,50,男,会员
CUST_933865,通州区,45,女,会员
CUST_290267,泉州市,21,女,普通
CUST_638850,开封市,33,女,会员
CUST_444805,乌兰察布市,34,女,普通
CUST_319031,郑州市,32,男,会员
CUST_353879,果洛藏族自治州,48,男,普通
CUST_719624,七台河市,25,女,普通
CUST_496059,阿里地区,27,女,普通
CUST_651245,绍兴市,40,女,普通
CUST_790120,洛阳市,28,男,普通
CUST_873363,文山壮族苗族自治州,33,女,会员
CUST_483883,未知,49,女,普通
CUST_387226,离岛区,30,男,会员
CUST_562718,广元市,35,女,普通
CUST_675568,徐州市,25,男,普通
CUST_806397,泸州市,31,女,会员
CUST_865296,日照市,41,女,会员
CUST_817588,绍兴市,50,男,普通
CUST_947489,莆田市,26,女,会员
CUST_149600,滨海新区,37,女,会员
CUST_925572,阿拉善盟,34,男,会员
CUST_500807,淄博市,32,女,会员
CUST_588837,张家口市,40,男,普通
CUST_401548,临沂市,16,男,普通
CUST_393145,广安市,25,男,会员
CUST_739018,清远市,47,女,会员
CUST_780537,文昌市,38,女,普通
CUST_719989,未知,43,男,会员
CUST_161809,滨州市,59,男,会员
CUST_952051,油尖旺区,50,女,普通
CUST_451219,贵港市,20,女,普通
CUST_897463,盐城市,40,女,会员
CUST_526674,徐汇区,47,男,普通
CUST_585678,昆明市,41,女,普通
CUST_509896,潮州市,37,男,普通
CUST_724408,白银市,41,女,普通
CUST_115342,西城区,47,女,会员
CUST_899839,屯昌县,41,女,会员
CUST_344900,杨浦区,39,女,普通
CUST_991350,呼和浩特市,33,女,普通
CUST_978206,静海区,71,女,会员
CUST_984878,中卫市,43,女,会员
CUST_563820,林芝市,41,女,会员
CUST_605340,昭通市,54,男,普通
CUST_783604,西宁市,47,男,普通
CUST_317480,拉萨市,54,男,会员
CUST_146602,周口市,36,女,会员
CUST_514161,西宁市,47,男,普通
CUST_231081,鹤壁市,31,女,普通
CUST_815417,定安县,42,男,会员
CUST_159905,洛阳市,46,女,会员
CUST_503358,河西区,23,男,会员
CUST_312653,中卫市,43,男,会员
CUST_521778,玉林市,35,男,普通
CUST_904910,云浮市,39,男,会员
CUST_407980,宿迁市,48,女,普通
CUST_647646,滨海新区,43,女,普通
CUST_953270,虹口区,41,女,普通
CUST_291531,达州市,38,女,会员
CUST_323806,平谷区,7,男,普通
CUST_664372,济宁市,41,男,普通
CUST_125513,盘锦市,56,女,普通
CUST_485896,临沂市,7,男,普通
CUST_594437,通辽市,38,男,普通
CUST_541261,阳泉市,44,男,普通
CUST_505519,大庆市,61,男,会员
CUST_375392,忻州市,37,男,普通
CUST_689885,长宁区,43,女,普通
CUST_797052,芜湖市,50,男,普通
CUST_932733,嘉峪关市,33,男,会员
CUST_314484,衡水市,51,男,会员
CUST_535607,济宁市,42,女,会员
CUST_511906,大堂区,48,女,会员
CUST_636483,镇江市,49,男,普通
CUST_854701,郴州市,28,女,普通
CUST_684449,江北区,57,女,普通
CUST_174622,嘉峪关市,22,男,普通
CUST_240209,徐汇区,26,女,会员
CUST_644725,蚌埠市,41,女,会员
CUST_257759,亳州市,50,男,会员
CUST_608109,海东市,41,男,会员
CUST_128178,基隆市,36,女,会员
CUST_803705,松江区,30,女,会员
CUST_604886,阜新市,30,男,普通
CUST_944317,圣安多尼堂区,31,男,普通
CUST_789307,黄山市,35,男,普通
CUST_762534,铁岭市,34,女,会员
CUST_476951,茂名市,50,男,会员
CUST_521716,西青区,43,男,会员
CUST_927873,丰台区,57,男,普通
CUST_492162,黄冈市,51,男,会员
CUST_490878,承德市,32,男,会员
CUST_285672,黄冈市,27,男,会员
CUST_308557,塔城地区,30,男,普通
CUST_547538,高雄市,50,男,会员
CUST_149503,阿里地区,25,女,普通
CUST_893826,大堂区,26,女,普通
CUST_783518,合肥市,41,男,普通
CUST_551380,湘西土家族苗族自治州,38,女,普通
CUST_735984,哈尔滨市,44,男,普通
CUST_527425,闵行区,50,女,会员
CUST_613667,恩施土家族苗族自治州,37,女,会员
CUST_297524,甘孜藏族自治州,42,男,会员
CUST_241300,琼海市,34,男,会员
CUST_386696,玉林市,35,女,普通
CUST_668115,未知,36,男,普通
CUST_159635,阜新市,30,男,普通
CUST_701782,白沙黎族自治县,42,女,普通
CUST_877098,高雄市,56,女,会员
CUST_279781,长春市,26,女,会员
CUST_979163,抚州市,43,男,会员
CUST_415547,文昌市,44,男,会员
CUST_268719,渝中区,53,女,普通
CUST_976104,丰台区,44,男,会员
CUST_754767,普洱市,26,女,会员
CUST_156070,西双版纳傣族自治州,45,女,普通
CUST_776481,许昌市,46,男,会员
CUST_902835,湾仔区,50,男,普通
CUST_123721,黄山市,39,女,会员
CUST_686680,克孜勒苏柯尔克孜自治州,40,女,普通
CUST_813907,漳州市,133,女,普通
CUST_612604,株洲市,51,男,会员
CUST_503861,台中市,33,男,普通
CUST_934780,固原市,42,男,会员
CUST_420939,菏泽市,27,男,普通
CUST_900112,南岸区,30,男,会员
CUST_870489,成都市,57,男,会员
CUST_434548,遵义市,7,女,普通
CUST_912734,綦江区,44,女,会员
CUST_485228,鞍山市,47,男,会员
CUST_642539,东方市,34,男,会员
CUST_134065,牡丹江市,30,女,普通
CUST_805142,驻马店市,34,女,普通
CUST_398049,石嘴山市,40,女,会员
CUST_414731,邢台市,40,男,普通
CUST_940293,朝阳区,38,女,会员
CUST_412133,荣昌区,38,男,会员
CUST_489416,洛阳市,48,女,普通
CUST_557045,哈尔滨市,44,女,普通
CUST_952405,宿州市,53,男,会员
CUST_308625,黔西南布依族苗族自治州,42,男,普通
CUST_963882,梧州市,46,女,会员
CUST_937048,伊犁哈萨克自治州,33,男,会员
CUST_652052,沧州市,35,男,普通
CUST_695209,恩施土家族苗族自治州,40,男,普通
CUST_560944,丹东市,46,男,普通
CUST_930963,贵阳市,39,女,普通
CUST_759535,枣庄市,28,男,普通
CUST_196238,黄大仙区,48,女,会员
CUST_673029,延边朝鲜族自治州,33,,会员
CUST_204671,榆林市,36,男,会员
CUST_987224,鹤壁市,52,女,普通
CUST_376300,酒泉市,31,男,会员
CUST_914702,固原市,34,男,普通
CUST_194909,常州市,35,女,会员
CUST_637505,北区,39,男,普通
CUST_529666,郴州市,24,男,普通
CUST_445373,宜春市,27,男,普通
CUST_792019,资阳市,47,女,普通
CUST_369946,南昌市,38,男,会员
CUST_219129,南岸区,50,女,普通
CUST_973541,漯河市,21,男,会员
CUST_116700,唐山市,60,男,普通
CUST_716677,河北区,42,男,普通
CUST_465398,澄迈县,34,,会员
CUST_988227,天水市,54,女,普通
CUST_913897,常州市,37,男,会员
CUST_707793,潼南区,37,女,会员
CUST_743835,万宁市,59,女,普通
CUST_173494,基隆市,33,男,会员
CUST_732181,黔江区,37,女,会员
CUST_532059,桃园市,46,男,会员
CUST_601397,圣安多尼堂区,51,男,会员
CUST_267529,荆州市,33,女,普通
CUST_441553,平顶山市,39,,普通
CUST_812678,长沙市,48,男,会员
CUST_193975,台中市,46,女,普通
CUST_865761,宿州市,34,男,普通
CUST_219142,青浦区,32,男,普通
CUST_528922,陇南市,44,女,会员
CUST_680150,闵行区,53,男,会员
CUST_690604,绍兴市,34,女,会员
CUST_600356,西双版纳傣族自治州,51,男,普通
CUST_573227,克拉玛依市,39,女,普通
CUST_783532,阿里地区,57,男,会员
CUST_786140,吴忠市,28,女,普通
CUST_532781,巴中市,55,女,会员
CUST_523311,湘西土家族苗族自治州,36,男,普通
CUST_911068,眉山市,38,女,会员
CUST_714975,怒江傈僳族自治州,30,男,普通
CUST_904342,齐齐哈尔市,45,女,会员
CUST_220329,林芝市,26,男,普通
CUST_757136,铁岭市,39,女,普通
CUST_965759,资阳市,58,男,普通
CUST_999692,枣庄市,50,男,会员
CUST_124044,琼海市,34,女,会员
CUST_834768,大埔区,54,男,普通
CUST_459722,鄂尔多斯市,47,女,普通
CUST_536363,桂林市,36,男,普通
CUST_286005,梅州市,49,女,会员
CUST_328398,淄博市,55,女,普通
CUST_351307,江北区,59,男,普通
CUST_249322,未知,37,女,普通
CUST_903917,恩施土家族苗族自治州,31,女,会员
CUST_105072,蓟州区,43,男,普通
CUST_340125,璧山区,48,男,普通
CUST_320332,郑州市,39,女,普通
CUST_106284,三明市,37,男,会员
CUST_190531,迪庆藏族自治州,31,男,会员
CUST_217638,阿勒泰地区,50,女,会员
CUST_895933,河北区,45,女,普通
CUST_914887,成都市,59,女,普通
CUST_194464,株洲市,45,女,普通
CUST_367658,永州市,43,女,会员
CUST_893288,石景山区,41,男,普通
CUST_881024,临沧市,37,男,会员
CUST_810746,北区,39,女,会员
CUST_979562,乌鲁木齐市,35,女,会员
CUST_261454,衡阳市,53,男,普通
CUST_906899,焦作市,37,男,会员
CUST_956437,金昌市,51,男,普通
CUST_162510,清远市,39,女,普通
CUST_323859,白沙黎族自治县,29,女,会员
CUST_991685,福州市,54,女,会员
CUST_558356,娄底市,40,男,会员
CUST_296921,葵青区,33,男,会员
CUST_892876,圣方济各堂区,37,男,会员
CUST_243639,湛江市,30,女,会员
CUST_201100,自贡市,37,男,普通
CUST_433279,临沂市,47,男,普通
CUST_199781,沈阳市,42,男,普通
CUST_662419,驻马店市,47,女,普通
CUST_503114,嘉义市,36,男,普通
CUST_705115,徐汇区,29,男,普通
CUST_923761,黄浦区,50,女,普通
CUST_682799,铜仁市,54,女,会员
CUST_752767,乌鲁木齐市,40,男,普通
CUST_237967,孝感市,38,男,会员
CUST_539457,阿勒泰地区,36,女,会员
CUST_905204,黄冈市,46,女,会员
CUST_443892,博尔塔拉蒙古自治州,38,女,会员
CUST_526803,丰台区,49,男,会员
CUST_690169,乌海市,35,女,会员
CUST_558660,临沧市,29,男,会员
CUST_685701,揭阳市,18,男,会员
CUST_255678,望德堂区,37,男,会员
CUST_725180,东营市,29,男,普通
CUST_210350,丹东市,35,女,普通
CUST_798831,肇庆市,27,男,会员
CUST_491653,莆田市,38,男,会员
CUST_724456,荆门市,43,,会员
CUST_871503,喀什市,36,男,会员
CUST_903318,郑州市,36,女,普通
CUST_153745,闵行区,44,男,会员
CUST_431031,宝鸡市,42,男,会员
CUST_240280,喀什市,30,女,会员
CUST_174542,万州区,41,男,普通
CUST_100648,抚顺市,29,男,普通
CUST_593553,宜宾市,36,男,会员
CUST_874353,大庆市,28,女,普通
CUST_242674,太原市,7,男,会员
CUST_498285,花地玛堂区,33,女,会员
CUST_736358,辽阳市,23,男,会员
CUST_439307,河池市,36,男,会员
CUST_336966,青浦区,39,女,普通
CUST_274318,湘潭市,41,女,普通
CUST_106144,江北区,51,女,会员
CUST_986842,嘉义市,43,男,会员
CUST_602269,三亚市,25,女,普通
CUST_815597,丽水市,47,男,会员
CUST_908397,永州市,45,男,会员
CUST_422332,江北区,51,女,普通
CUST_924618,延安市,38,男,会员
CUST_372712,张家口市,34,女,普通
CUST_383516,营口市,41,男,会员
CUST_153221,三亚市,45,男,普通
CUST_159198,海南藏族自治州,53,女,普通
CUST_636737,伊春市,56,男,会员
CUST_257822,西城区,36,女,普通
CUST_336452,浦东新区,25,女,普通
CUST_383831,兴安盟,51,女,普通
CUST_569556,崇明区,55,女,普通
CUST_142942,闵行区,37,女,会员
CUST_170128,济源市,33,女,普通
CUST_722067,长治市,45,男,会员
CUST_100726,黄浦区,54,女,会员
CUST_401282,东区,51,男,普通
CUST_325124,莆田市,28,女,普通
CUST_672772,安庆市,42,女,普通
CUST_492549,台北市,39,女,会员
CUST_759819,大渡口区,39,女,会员
CUST_131646,风顺堂区,41,女,会员
CUST_706716,巴中市,32,女,会员
CUST_965290,海淀区,30,男,普通
CUST_452557,榆林市,30,女,普通
CUST_647789,四平市,37,男,会员
CUST_466004,虹口区,63,男,普通
CUST_203157,盘锦市,35,男,普通
CUST_228200,抚州市,38,男,会员
CUST_464432,淮安市,44,女,普通
CUST_853538,潍坊市,27,女,会员
CUST_780853,百色市,38,女,会员
CUST_608434,洛阳市,41,男,会员
CUST_940266,长宁区,34,女,会员
CUST_946073,青浦区,25,男,普通
CUST_635000,运城市,38,男,会员
CUST_810768,临沧市,55,男,普通
CUST_624339,和平区,38,男,会员
CUST_357694,未知,33,男,普通
CUST_746057,酒泉市,47,男,会员
CUST_692574,佳木斯市,36,女,会员
CUST_186303,济南市,56,男,普通
CUST_221084,昌江黎族自治县,30,男,会员
CUST_968934,抚顺市,36,男,普通
CUST_284703,厦门市,53,男,会员
CUST_438886,九江市,17,女,普通
CUST_318516,安庆市,50,女,会员
CUST_784871,朝阳区,11,女,会员
CUST_446921,河西区,35,女,普通
CUST_659778,张掖市,48,女,会员
CUST_837160,揭阳市,38,女,普通
CUST_436561,桃园市,48,女,会员
CUST_964387,辽阳市,32,男,会员
CUST_349395,六安市,41,男,普通
CUST_229170,未知,46,女,普通
CUST_528577,常州市,23,女,普通
CUST_924115,郴州市,18,男,会员
CUST_192257,江北区,57,女,会员
CUST_421823,萍乡市,28,男,普通
CUST_861035,厦门市,46,女,会员
CUST_532808,长治市,26,女,会员
CUST_611451,潍坊市,43,男,会员
CUST_950848,九龙坡区,64,男,会员
CUST_614592,上饶市,39,男,会员
CUST_979930,铁岭市,52,女,会员
CUST_756834,吴忠市,33,男,会员
CUST_736357,凉山彝族自治州,24,男,会员
CUST_830106,长沙市,49,男,普通
CUST_475429,无锡市,42,女,普通
CUST_915979,忻州市,7,女,普通
CUST_652922,未知,54,男,普通
CUST_838273,铜陵市,28,女,普通
CUST_591143,万州区,58,男,普通
CUST_741144,西双版纳傣族自治州,16,女,会员
CUST_571211,海南藏族自治州,33,女,普通
CUST_247772,圣方济各堂区,43,女,会员
CUST_319613,奉贤区,56,男,普通
CUST_647066,咸宁市,45,女,普通
CUST_699646,江门市,44,女,会员
CUST_385207,韶关市,25,男,会员
CUST_125976,忻州市,53,男,普通
CUST_509919,海北藏族自治州,36,男,会员
CUST_725970,盘锦市,7,女,会员
CUST_209929,池州市,37,女,普通
CUST_641888,烟台市,29,女,普通
CUST_793207,开封市,32,女,会员
CUST_477256,伊春市,35,男,普通
CUST_146305,静海区,32,男,普通
CUST_502982,嘉义市,41,男,会员
CUST_724825,东丽区,40,女,会员
CUST_742773,乐东黎族自治县,33,男,会员
CUST_324983,包头市,39,男,会员
CUST_218633,驻马店市,37,男,普通
CUST_191392,衡阳市,51,男,会员
CUST_200037,湖州市,133,女,会员
CUST_886494,贺州市,47,男,普通
CUST_714604,崇左市,33,男,普通
CUST_109723,兰州市,46,女,会员
CUST_360627,云浮市,55,女,会员
CUST_911223,延安市,53,女,会员
CUST_927373,阳泉市,63,男,普通
CUST_612469,广州市,25,男,会员
CUST_973269,盐城市,60,女,普通
CUST_786883,嘉义市,39,男,普通
CUST_199090,基隆市,34,男,会员
CUST_502334,安庆市,38,男,会员
CUST_490713,黔西南布依族苗族自治州,46,男,会员
CUST_157771,日喀则市,42,女,普通
CUST_882299,娄底市,24,女,会员
CUST_567842,朝阳区,61,男,会员
CUST_429267,曲靖市,35,女,会员
CUST_484696,随州市,68,女,普通
CUST_590387,滁州市,32,男,会员
CUST_177568,黔江区,41,女,会员
CUST_616994,迪庆藏族自治州,41,女,普通
CUST_647303,东营市,31,女,普通
CUST_654953,未知,54,女,会员
CUST_528740,珠海市,48,男,普通
CUST_826914,江门市,37,女,普通
CUST_651582,龙岩市,46,男,会员
CUST_739395,大连市,30,男,会员
CUST_869239,清远市,33,女,普通
CUST_871586,晋城市,15,女,普通
CUST_838748,辽源市,133,男,会员
CUST_696966,江门市,45,女,会员
CUST_877120,大兴区,32,女,普通
CUST_906250,沧州市,39,女,会员
CUST_198183,江北区,27,男,会员
CUST_728276,钦州市,24,男,普通
CUST_370005,金华市,51,男,普通
CUST_916890,滨州市,29,男,普通
CUST_177193,郑州市,47,女,会员
CUST_226106,未知,57,男,普通
CUST_460650,吴忠市,38,女,普通
CUST_265244,菏泽市,39,女,会员
CUST_783493,江门市,34,男,会员
CUST_958902,阿里地区,22,女,普通
CUST_857768,呼伦贝尔市,36,女,会员
CUST_346948,广安市,31,女,会员
CUST_372091,宝鸡市,46,女,普通
CUST_153848,温州市,37,男,普通
CUST_244977,未知,48,女,普通
CUST_433338,银川市,32,女,普通
CUST_797638,长治市,48,男,普通
CUST_258891,嘉模堂区,43,男,普通
CUST_395769,石景山区,38,男,普通
CUST_333796,孝感市,37,男,会员
CUST_582471,津南区,45,女,会员
CUST_872174,通州区,51,女,会员
CUST_748821,青岛市,23,男,普通
CUST_663235,黄冈市,47,女,普通
CUST_118311,临沧市,34,男,会员
CUST_807487,楚雄彝族自治州,33,男,普通
CUST_407297,遂宁市,31,男,普通
CUST_503935,九江市,50,男,普通
CUST_404254,德宏傣族景颇族自治州,59,男,普通
CUST_463053,嘉峪关市,40,男,普通
CUST_356212,陵水黎族自治县,21,,普通
CUST_559413,银川市,30,女,普通
CUST_875856,太原市,67,女,会员
CUST_840115,芜湖市,29,男,会员
CUST_799013,琼中黎族苗族自治县,43,男,普通
CUST_913174,西青区,44,女,普通
CUST_427991,南区,39,男,普通
CUST_111408,南宁市,44,男,会员
CUST_993006,深圳市,25,女,普通
CUST_340431,黔东南苗族侗族自治州,133,女,会员
CUST_699812,玉林市,54,女,普通
CUST_948104,廊坊市,33,女,会员
CUST_476115,桂林市,43,男,会员
CUST_657665,蓟州区,59,女,会员
CUST_886750,阿拉善盟,41,女,普通
CUST_216755,南阳市,58,女,普通
CUST_605612,北区,42,女,普通
CUST_411266,黔东南苗族侗族自治州,40,女,会员
CUST_803607,未知,23,女,会员
CUST_925757,保定市,7,女,普通
CUST_602567,北碚区,57,女,普通
CUST_489588,玉树藏族自治州,29,男,普通
CUST_795566,红河哈尼族彝族自治州,47,男,会员
CUST_908295,山南市,45,男,会员
CUST_712056,昌江黎族自治县,23,女,普通
CUST_631208,鹤岗市,35,女,会员
CUST_622238,丰台区,40,男,普通
CUST_834813,綦江区,38,女,普通
CUST_998981,鹤岗市,44,女,会员
CUST_122529,西安市,30,女,会员
CUST_578677,延安市,42,男,普通
CUST_109417,眉山市,41,男,普通
CUST_692603,德州市,34,女,会员
CUST_489749,白沙黎族自治县,28,女,会员
CUST_658909,江北区,40,男,会员
CUST_651501,嘉义市,25,男,会员
CUST_766050,太原市,64,女,会员
CUST_710506,屯门区,42,女,普通
CUST_286285,厦门市,45,女,普通
CUST_140938,平顶山市,31,女,会员
CUST_930351,保定市,47,女,普通
CUST_517177,信阳市,49,女,会员
CUST_859935,黄山市,46,女,会员
CUST_193658,漳州市,29,女,普通
CUST_336682,黔东南苗族侗族自治州,43,女,会员
CUST_963282,顺义区,47,男,会员
CUST_176424,宝坻区,46,男,普通
CUST_390772,普陀区,38,男,会员
CUST_680087,烟台市,61,男,会员
CUST_189356,大庆市,38,男,普通
CUST_271981,嘉模堂区,43,女,会员
CUST_626026,洛阳市,23,女,会员
CUST_538476,未知,69,女,普通
CUST_253802,丰台区,33,女,会员
CUST_408579,宜春市,44,男,普通
CUST_382688,莆田市,24,男,普通
CUST_952585,葵青区,41,女,会员
CUST_331763,鸡西市,58,女,普通
CUST_270485,白沙黎族自治县,31,男,普通
CUST_728229,嘉模堂区,33,男,会员
CUST_757472,九江市,31,女,会员
CUST_413651,宜宾市,51,女,会员
CUST_597906,喀什市,41,女,会员
CUST_554895,扬州市,51,男,会员
CUST_752209,怀化市,38,男,普通
CUST_840520,大渡口区,66,女,普通
CUST_639414,平谷区,39,,普通
CUST_683402,大兴区,40,女,会员
CUST_905727,甘南藏族自治州,45,女,会员
CUST_223119,蓟州区,43,女,普通
CUST_767783,辽阳市,33,男,普通
CUST_373610,常德市,32,女,会员
CUST_204734,三亚市,32,男,会员
CUST_175466,营口市,42,男,会员
CUST_968946,吉安市,52,男,普通
CUST_532206,红河哈尼族彝族自治州,41,男,普通
CUST_498024,长沙市,51,男,普通
CUST_728985,文昌市,42,男,普通
CUST_156979,聊城市,32,女,会员
CUST_761681,宜宾市,40,男,会员
CUST_512246,贵阳市,55,男,会员
CUST_922254,随州市,32,女,普通
CUST_263543,郑州市,31,女,普通
CUST_664806,常德市,43,女,普通
CUST_611696,克孜勒苏柯尔克孜自治州,30,男,普通
CUST_292291,北辰区,38,男,会员
CUST_131867,延庆区,38,女,会员
CUST_619216,三明市,36,男,普通
CUST_718702,油尖旺区,47,女,会员
CUST_242088,黔西南布依族苗族自治州,44,女,普通
CUST_669932,河源市,27,男,会员
CUST_183007,固原市,42,男,普通
CUST_555326,钦州市,37,男,会员
CUST_564994,眉山市,34,女,会员
CUST_312901,永川区,47,男,会员
CUST_373629,武清区,38,女,普通
CUST_794188,徐州市,50,男,普通
