用户ID,总行为次数,浏览商品数,活跃天数,首次行为月份,最后行为月份,平均行为小时,加购_次数,收藏_次数,浏览_次数,购买_次数,购买次数,总消费金额,客单价,购买商品种类数,偏好商品类型,年龄,性别,权益,用户所在地,浏览到收藏转化率,收藏到加购转化率,加购到购买转化率,整体转化率,R_最近购买天数,R_最近购买天数_分,购买次数_分,总消费金额_分,RFM总分,用户分层,年龄段
CUST_865196,106,66,95,1,12,0.0,20,30,42,14,14.0,7342.25,524.4464285714286,10.0,服装,58,女,会员,河源市,0.7142857142857143,0.6666666666666666,0.7,0.3333333333333333,35.0,3,3,2,2,沉睡用户,50-60
CUST_865278,101,67,97,1,12,0.0,28,31,34,8,8.0,5235.1900000000005,654.3987500000001,8.0,珠宝首饰,42,男,会员,南京市,0.9117647058823529,0.9032258064516129,0.2857142857142857,0.23529411764705882,72.0,4,1,1,-2,沉睡用户,40-50
CUST_865287,46,36,44,1,12,0.0,8,12,18,8,8.0,5808.51,726.06375,8.0,文具,57,女,普通,驻马店市,0.6666666666666666,0.6666666666666666,1.0,0.4444444444444444,181.0,5,1,1,-3,沉睡用户,50-60
CUST_865296,104,63,97,1,12,0.0,25,28,39,12,12.0,8591.34,715.945,11.0,服装,41,女,会员,日照市,0.717948717948718,0.8928571428571429,0.48,0.3076923076923077,30.0,3,2,2,1,沉睡用户,40-50
CUST_865300,110,67,104,1,12,0.0,20,29,40,21,20.0,15093.08,754.654,18.0,化妆品,50,女,会员,绥化市,0.725,0.6896551724137931,1.05,0.525,36.0,4,5,5,6,普通用户,40-50
CUST_865315,117,71,107,1,12,0.0,26,28,44,19,18.0,13416.99,745.3883333333333,18.0,服装,36,女,普通,烟台市,0.6363636363636364,0.9285714285714286,0.7307692307692307,0.4318181818181818,30.0,3,4,4,5,低频用户,30-40
CUST_865325,144,82,129,1,12,0.0,26,40,56,22,22.0,15751.19,715.9631818181819,19.0,电子产品,26,男,会员,嘉兴市,0.7142857142857143,0.65,0.8461538461538461,0.39285714285714285,28.0,3,5,5,7,普通用户,20-30
CUST_865411,96,65,87,1,12,0.0,19,26,43,8,8.0,4735.27,591.90875,8.0,化妆品,38,女,普通,山南市,0.6046511627906976,0.7307692307692307,0.42105263157894735,0.18604651162790697,86.0,5,1,1,-3,沉睡用户,30-40
CUST_865423,53,41,50,1,12,0.0,12,14,18,9,9.0,6561.61,729.0677777777778,9.0,电子产品,41,男,普通,哈密市,0.7777777777777778,0.8571428571428571,0.75,0.5,22.0,3,2,2,1,沉睡用户,40-50
CUST_865460,147,75,132,1,12,0.0,29,45,49,24,22.0,15987.86,726.7209090909091,21.0,食品,37,女,会员,桂林市,0.9183673469387755,0.6444444444444445,0.8275862068965517,0.4897959183673469,72.0,4,5,5,6,普通用户,30-40
CUST_865487,111,67,100,1,12,0.0,33,26,38,14,13.0,10011.92,770.1476923076923,12.0,化妆品,45,女,会员,未知,0.6842105263157895,1.2692307692307692,0.42424242424242425,0.3684210526315789,63.0,4,3,3,2,沉睡用户,40-50
CUST_865523,91,55,89,1,12,0.0,17,25,32,17,17.0,12376.460000000001,728.0270588235295,13.0,服装,36,女,普通,西双版纳傣族自治州,0.78125,0.68,1.0,0.53125,46.0,4,4,4,4,低频用户,30-40
CUST_865603,161,84,142,1,12,0.0,31,52,50,28,28.0,20713.82,739.7792857142857,22.0,电子产品,39,男,会员,湘潭市,1.04,0.5961538461538461,0.9032258064516129,0.56,25.0,3,5,5,7,普通用户,30-40
CUST_865608,107,65,96,1,12,0.0,26,26,33,22,21.0,17237.84,820.8495238095238,19.0,健身器材,37,男,普通,上饶市,0.7878787878787878,1.0,0.8461538461538461,0.6666666666666666,7.0,1,5,5,9,活跃用户,30-40
CUST_865615,138,75,116,1,12,0.0,26,38,51,23,23.0,15686.9,682.0391304347826,21.0,珠宝首饰,33,女,会员,北海市,0.7450980392156863,0.6842105263157895,0.8846153846153846,0.45098039215686275,1.0,1,5,5,9,活跃用户,30-40
CUST_865697,98,55,91,1,12,0.0,26,24,35,13,12.0,7441.76,620.1466666666666,11.0,服装,32,女,普通,新北市,0.6857142857142857,1.0833333333333333,0.5,0.37142857142857144,14.0,2,2,2,2,沉睡用户,30-40
CUST_865717,84,54,80,1,12,0.0,23,19,30,12,12.0,9332.7,777.725,11.0,汽车配件,49,男,会员,三亚市,0.6333333333333333,1.2105263157894737,0.5217391304347826,0.4,1.0,1,2,3,4,低频用户,40-50
CUST_865761,91,57,88,1,12,0.0,20,22,33,16,16.0,12207.6,762.975,14.0,健身器材,34,男,普通,宿州市,0.6666666666666666,0.9090909090909091,0.8,0.48484848484848486,30.0,3,4,4,5,低频用户,30-40
CUST_865895,48,32,48,1,12,0.0,10,7,22,9,8.0,4120.38,515.0475,9.0,服装,52,女,普通,松江区,0.3181818181818182,1.4285714285714286,0.9,0.4090909090909091,18.0,2,1,1,0,沉睡用户,50-60
CUST_865919,113,69,109,1,12,0.0,26,27,43,17,15.0,9830.93,655.3953333333334,16.0,服装,21,女,普通,通辽市,0.627906976744186,0.9629629629629629,0.6538461538461539,0.3953488372093023,8.0,2,3,3,4,低频用户,20-30
CUST_865938,155,85,145,1,12,0.0,30,43,52,30,30.0,21057.33,701.9110000000001,24.0,服装,30,女,会员,玉树藏族自治州,0.8269230769230769,0.6976744186046512,1.0,0.5769230769230769,1.0,1,5,5,9,活跃用户,20-30
CUST_865985,48,41,47,1,12,0.0,10,13,17,8,8.0,7579.21,947.40125,8.0,书籍,46,男,普通,德宏傣族景颇族自治州,0.7647058823529411,0.7692307692307693,0.8,0.47058823529411764,75.0,4,1,2,-1,沉睡用户,40-50
CUST_865989,92,58,88,1,12,0.0,26,22,34,10,10.0,7251.5,725.15,10.0,乐器,49,男,会员,铜仁市,0.6470588235294118,1.1818181818181819,0.38461538461538464,0.29411764705882354,71.0,4,2,2,0,沉睡用户,40-50
CUST_866048,102,59,90,1,12,0.0,21,32,41,8,7.0,2837.35,405.3357142857143,8.0,珠宝首饰,27,女,普通,未知,0.7804878048780488,0.65625,0.38095238095238093,0.1951219512195122,28.0,3,1,1,-1,沉睡用户,20-30
CUST_866052,99,64,91,1,12,0.0,30,26,28,15,15.0,9003.66,600.244,11.0,珠宝首饰,46,女,会员,南通市,0.9285714285714286,1.1538461538461537,0.5,0.5357142857142857,41.0,4,3,3,2,沉睡用户,40-50
CUST_866116,105,71,98,1,12,0.0,24,23,41,17,17.0,10811.19,635.9523529411765,15.0,运动器材,33,男,普通,濮阳市,0.5609756097560976,1.0434782608695652,0.7083333333333334,0.4146341463414634,0.0,1,4,3,6,普通用户,30-40
CUST_866126,163,94,141,1,12,0.0,39,46,50,28,27.0,19887.06,736.5577777777778,24.0,运动器材,40,男,会员,齐齐哈尔市,0.92,0.8478260869565217,0.717948717948718,0.56,15.0,2,5,5,8,普通用户,30-40
CUST_866142,108,72,99,1,12,0.0,23,30,42,13,13.0,9890.369999999999,760.7976923076923,11.0,化妆品,27,女,普通,双鸭山市,0.7142857142857143,0.7666666666666667,0.5652173913043478,0.30952380952380953,43.0,4,3,3,2,沉睡用户,20-30
CUST_866271,64,50,60,1,12,0.0,15,17,24,8,8.0,6391.46,798.9325,7.0,珠宝首饰,41,男,普通,九江市,0.7083333333333334,0.8823529411764706,0.5333333333333333,0.3333333333333333,9.0,2,1,2,1,沉睡用户,40-50
CUST_866320,98,65,92,1,12,0.0,17,22,43,16,16.0,11466.08,716.63,15.0,宠物用品,30,女,普通,白银市,0.5116279069767442,0.7727272727272727,0.9411764705882353,0.37209302325581395,31.0,3,4,3,4,低频用户,20-30
CUST_866333,101,70,91,1,12,0.0,19,27,36,19,19.0,15343.91,807.5742105263158,16.0,汽车配件,43,男,会员,日喀则市,0.75,0.7037037037037037,1.0,0.5277777777777778,23.0,3,4,5,6,普通用户,40-50
CUST_866348,99,71,93,1,12,0.0,24,27,40,8,8.0,5523.15,690.39375,8.0,健身器材,51,男,会员,长寿区,0.675,0.8888888888888888,0.3333333333333333,0.2,23.0,3,1,1,-1,沉睡用户,50-60
CUST_866494,157,87,132,1,12,0.0,32,36,67,22,21.0,14070.36,670.0171428571429,20.0,化妆品,31,女,会员,武清区,0.5373134328358209,0.8888888888888888,0.6875,0.3283582089552239,6.0,1,5,4,8,普通用户,30-40
CUST_866539,129,79,117,1,12,0.0,27,46,40,16,16.0,10824.289999999999,676.5181249999999,14.0,服装,35,女,会员,遂宁市,1.15,0.5869565217391305,0.5925925925925926,0.4,127.0,5,4,3,2,沉睡用户,30-40
CUST_866540,154,86,137,1,12,0.0,34,45,57,18,18.0,11003.279999999999,611.2933333333333,15.0,健身器材,32,男,会员,大渡口区,0.7894736842105263,0.7555555555555555,0.5294117647058824,0.3157894736842105,65.0,4,4,3,3,低频用户,30-40
CUST_866576,102,64,93,1,12,0.0,22,29,38,13,12.0,9327.89,777.3241666666667,12.0,服装,56,女,会员,潍坊市,0.7631578947368421,0.7586206896551724,0.5909090909090909,0.34210526315789475,8.0,2,2,3,3,低频用户,50-60
CUST_866606,107,66,97,1,12,0.0,25,33,37,12,12.0,7688.1,640.6750000000001,12.0,运动器材,47,男,会员,铜仁市,0.8918918918918919,0.7575757575757576,0.48,0.32432432432432434,69.0,4,2,2,0,沉睡用户,40-50
CUST_866623,103,65,98,1,12,0.0,24,27,39,13,13.0,8843.55,680.2730769230768,12.0,电子产品,50,男,会员,平谷区,0.6923076923076923,0.8888888888888888,0.5416666666666666,0.3333333333333333,7.0,1,3,2,4,低频用户,40-50
CUST_866652,109,71,103,1,12,0.0,27,29,38,15,14.0,10038.99,717.0707142857143,13.0,化妆品,44,女,会员,蓟州区,0.7631578947368421,0.9310344827586207,0.5555555555555556,0.39473684210526316,15.0,2,3,3,4,低频用户,40-50
CUST_866657,155,82,139,1,12,0.0,32,42,62,19,18.0,11664.83,648.0461111111111,17.0,宠物用品,37,女,会员,黄浦区,0.6774193548387096,0.7619047619047619,0.59375,0.3064516129032258,7.0,1,4,4,7,普通用户,30-40
CUST_866686,100,62,97,1,12,0.0,16,24,50,10,10.0,8518.77,851.8770000000001,10.0,汽车配件,50,男,会员,黔西南布依族苗族自治州,0.48,0.6666666666666666,0.625,0.2,110.0,5,2,2,-1,沉睡用户,40-50
CUST_866746,47,37,43,1,12,0.0,5,20,15,7,6.0,4585.33,764.2216666666667,7.0,宠物用品,53,女,普通,石家庄市,1.3333333333333333,0.25,1.4,0.4666666666666667,12.0,2,1,1,0,沉睡用户,50-60
CUST_866856,105,67,96,1,12,0.0,21,30,41,13,13.0,8832.57,679.4284615384615,11.0,宠物用品,49,女,会员,深水埗区,0.7317073170731707,0.7,0.6190476190476191,0.3170731707317073,1.0,1,3,2,4,低频用户,40-50
CUST_866878,138,79,121,1,12,0.0,33,37,47,21,21.0,15655.45,745.4976190476191,18.0,化妆品,34,女,会员,临夏回族自治州,0.7872340425531915,0.8918918918918919,0.6363636363636364,0.44680851063829785,46.0,4,5,5,6,普通用户,30-40
CUST_866971,46,37,46,1,12,0.0,12,13,17,4,4.0,3729.63,932.4075,4.0,电子产品,47,男,普通,嘉兴市,0.7647058823529411,0.9230769230769231,0.3333333333333333,0.23529411764705882,206.0,5,1,1,-3,沉睡用户,40-50
CUST_867085,113,72,101,1,12,0.0,22,30,43,18,18.0,13275.800000000001,737.5444444444445,14.0,化妆品,41,女,会员,临沧市,0.6976744186046512,0.7333333333333333,0.8181818181818182,0.4186046511627907,18.0,2,4,4,6,普通用户,40-50
CUST_867161,61,41,58,1,12,0.0,20,16,14,11,11.0,9282.9,843.9,10.0,电子产品,47,男,普通,焦作市,1.1428571428571428,1.25,0.55,0.7857142857142857,9.0,2,2,3,3,低频用户,40-50
CUST_867169,37,29,34,1,12,0.0,10,12,6,9,9.0,7269.200000000001,807.688888888889,9.0,乐器,68,男,普通,汉中市,2.0,0.8333333333333334,0.9,1.5,1.0,1,2,2,3,低频用户,60+
CUST_867224,98,54,94,1,12,0.0,22,26,35,15,15.0,10180.86,678.724,14.0,运动器材,23,男,普通,长寿区,0.7428571428571429,0.8461538461538461,0.6818181818181818,0.42857142857142855,13.0,2,3,3,4,低频用户,20-30
CUST_867227,103,59,97,1,12,0.0,16,37,40,10,10.0,5903.53,590.353,9.0,珠宝首饰,59,女,会员,淄博市,0.925,0.43243243243243246,0.625,0.25,31.0,3,2,1,0,沉睡用户,50-60
CUST_867280,90,57,84,1,12,0.0,16,27,29,18,18.0,11129.52,618.3066666666667,16.0,运动器材,34,男,普通,咸宁市,0.9310344827586207,0.5925925925925926,1.125,0.6206896551724138,27.0,3,4,3,4,低频用户,30-40
CUST_867296,172,91,152,1,12,0.0,38,49,54,31,31.0,19988.68,644.796129032258,23.0,服装,34,女,会员,伊春市,0.9074074074074074,0.7755102040816326,0.8157894736842105,0.5740740740740741,44.0,4,5,5,6,普通用户,30-40
CUST_867393,137,80,121,1,12,0.0,34,40,47,16,16.0,11149.380000000001,696.8362500000001,15.0,化妆品,32,女,会员,圣方济各堂区,0.851063829787234,0.85,0.47058823529411764,0.3404255319148936,5.0,1,4,3,6,普通用户,30-40
CUST_867418,132,77,116,1,12,0.0,29,42,38,23,23.0,16178.61,703.4178260869566,21.0,运动器材,31,男,会员,未知,1.105263157894737,0.6904761904761905,0.7931034482758621,0.6052631578947368,15.0,2,5,5,8,普通用户,30-40
CUST_867461,48,39,44,1,12,0.0,8,15,18,7,7.0,4815.64,687.9485714285714,7.0,乐器,41,女,普通,那曲市,0.8333333333333334,0.5333333333333333,0.875,0.3888888888888889,49.0,4,1,1,-2,沉睡用户,40-50
CUST_867547,94,61,83,1,12,0.0,24,24,36,10,10.0,6983.1,698.3100000000001,10.0,玩具,24,女,普通,怀化市,0.6666666666666666,1.0,0.4166666666666667,0.2777777777777778,38.0,4,2,2,0,沉睡用户,20-30
CUST_867658,110,71,99,1,12,0.0,23,38,34,15,15.0,10906.92,727.128,14.0,宠物用品,50,女,会员,莆田市,1.1176470588235294,0.6052631578947368,0.6521739130434783,0.4411764705882353,122.0,5,3,3,1,沉睡用户,40-50
CUST_867779,144,80,132,1,12,0.0,35,39,42,28,28.0,18190.86,649.6735714285714,25.0,服装,33,女,会员,德州市,0.9285714285714286,0.8974358974358975,0.8,0.6666666666666666,1.0,1,5,5,9,活跃用户,30-40
CUST_867854,143,84,134,1,12,0.0,38,31,49,25,25.0,17725.2,709.008,19.0,服装,38,女,会员,唐山市,0.6326530612244898,1.2258064516129032,0.6578947368421053,0.5102040816326531,23.0,3,5,5,7,普通用户,30-40
CUST_867895,91,61,84,1,12,0.0,23,23,32,13,12.0,8450.58,704.215,13.0,服装,42,女,会员,防城港市,0.71875,1.0,0.5652173913043478,0.40625,116.0,5,2,2,-1,沉睡用户,40-50
CUST_867907,170,88,152,1,12,0.0,41,55,55,19,18.0,12020.73,667.8183333333333,19.0,化妆品,35,女,会员,荃湾区,1.0,0.7454545454545455,0.4634146341463415,0.34545454545454546,44.0,4,4,4,4,低频用户,30-40
CUST_868013,141,75,127,1,12,0.0,23,40,57,21,21.0,15781.41,751.4957142857143,19.0,化妆品,35,女,会员,长沙市,0.7017543859649122,0.575,0.9130434782608695,0.3684210526315789,21.0,3,5,5,7,普通用户,30-40
CUST_868038,91,59,88,1,12,0.0,25,23,33,10,10.0,8239.01,823.9010000000001,10.0,家用电器,56,女,会员,观塘区,0.696969696969697,1.0869565217391304,0.4,0.30303030303030304,27.0,3,2,2,1,沉睡用户,50-60
CUST_868061,101,61,89,1,12,0.0,26,24,32,19,17.0,11790.59,693.5641176470589,19.0,宠物用品,66,女,会员,葵青区,0.75,1.0833333333333333,0.7307692307692307,0.59375,14.0,2,4,4,6,普通用户,60+
CUST_868103,45,38,41,1,12,0.0,7,10,23,5,5.0,3390.98,678.196,5.0,书籍,42,女,普通,延安市,0.43478260869565216,0.7,0.7142857142857143,0.21739130434782608,14.0,2,1,1,0,沉睡用户,40-50
CUST_868180,111,71,108,1,12,0.0,27,40,34,10,10.0,7585.75,758.575,9.0,健身器材,46,男,会员,防城港市,1.1764705882352942,0.675,0.37037037037037035,0.29411764705882354,76.0,4,2,2,0,沉睡用户,40-50
CUST_868186,123,67,111,1,12,0.0,29,34,42,18,17.0,12838.43,755.2017647058824,17.0,化妆品,28,女,普通,元朗区,0.8095238095238095,0.8529411764705882,0.6206896551724138,0.42857142857142855,22.0,3,4,4,5,低频用户,20-30
CUST_868261,109,65,99,1,12,0.0,22,34,34,19,18.0,13791.69,766.205,18.0,化妆品,43,女,会员,朔州市,1.0,0.6470588235294118,0.8636363636363636,0.5588235294117647,8.0,2,4,4,6,普通用户,40-50
CUST_868275,115,66,111,1,12,0.0,29,32,40,14,13.0,10961.0,843.1538461538462,13.0,化妆品,20,女,普通,风顺堂区,0.8,0.90625,0.4827586206896552,0.35,20.0,2,3,3,4,低频用户,<20
CUST_868285,97,65,90,1,12,0.0,23,20,40,14,14.0,9847.39,703.385,13.0,运动器材,46,男,会员,哈密市,0.5,1.15,0.6086956521739131,0.35,85.0,5,3,3,1,沉睡用户,40-50
CUST_868299,145,89,125,1,12,0.0,29,42,53,21,20.0,15092.43,754.6215,20.0,运动器材,35,男,会员,益阳市,0.7924528301886793,0.6904761904761905,0.7241379310344828,0.39622641509433965,28.0,3,5,5,7,普通用户,30-40
CUST_868322,49,41,46,1,12,0.0,9,16,14,10,10.0,7173.610000000001,717.3610000000001,10.0,宠物用品,47,女,普通,石家庄市,1.1428571428571428,0.5625,1.1111111111111112,0.7142857142857143,60.0,4,2,2,0,沉睡用户,40-50
CUST_868368,52,41,51,1,12,0.0,13,18,11,10,10.0,7906.61,790.661,10.0,化妆品,44,女,普通,河北区,1.6363636363636365,0.7222222222222222,0.7692307692307693,0.9090909090909091,0.0,1,2,2,3,低频用户,40-50
CUST_868372,49,40,47,1,12,0.0,9,9,25,6,6.0,3338.57,556.4283333333334,6.0,电子产品,53,男,普通,嘉峪关市,0.36,1.0,0.6666666666666666,0.24,1.0,1,1,1,1,沉睡用户,50-60
CUST_868388,85,53,81,1,12,0.0,21,28,28,8,8.0,5109.29,638.66125,7.0,电子产品,49,男,会员,澄迈县,1.0,0.75,0.38095238095238093,0.2857142857142857,6.0,1,1,1,1,沉睡用户,40-50
CUST_868439,104,69,96,1,12,0.0,21,32,36,15,15.0,10488.1,699.2066666666667,14.0,健身器材,46,男,会员,韶关市,0.8888888888888888,0.65625,0.7142857142857143,0.4166666666666667,23.0,3,3,3,3,低频用户,40-50
CUST_868465,153,86,133,1,12,0.0,37,51,51,14,14.0,8655.92,618.28,14.0,服装,28,女,会员,眉山市,1.0,0.7254901960784313,0.3783783783783784,0.27450980392156865,178.0,5,3,2,0,沉睡用户,20-30
CUST_868478,148,84,129,1,12,0.0,25,41,60,22,21.0,13798.439999999999,657.0685714285713,18.0,服装,38,女,会员,绥化市,0.6833333333333333,0.6097560975609756,0.88,0.36666666666666664,30.0,3,5,4,6,普通用户,30-40
CUST_868560,48,36,45,1,12,0.0,11,10,17,10,10.0,6577.34,657.734,10.0,服装,43,女,普通,宜宾市,0.5882352941176471,1.1,0.9090909090909091,0.5882352941176471,71.0,4,2,2,0,沉睡用户,40-50
CUST_868764,101,64,92,1,12,0.0,16,31,33,21,21.0,13776.57,656.0271428571428,18.0,珠宝首饰,45,女,会员,黄浦区,0.9393939393939394,0.5161290322580645,1.3125,0.6363636363636364,22.0,3,5,4,6,普通用户,40-50
CUST_868790,44,35,43,1,12,0.0,6,14,14,10,10.0,7643.55,764.355,10.0,化妆品,43,女,普通,江门市,1.0,0.42857142857142855,1.6666666666666667,0.7142857142857143,28.0,3,2,2,1,沉睡用户,40-50
CUST_868793,82,60,72,1,12,0.0,17,21,32,12,12.0,9826.89,818.9074999999999,10.0,服装,40,女,普通,望德堂区,0.65625,0.8095238095238095,0.7058823529411765,0.375,93.0,5,2,3,0,沉睡用户,30-40
CUST_868814,47,41,47,1,12,0.0,13,11,17,6,6.0,3737.71,622.9516666666667,6.0,汽车配件,41,男,普通,未知,0.6470588235294118,1.1818181818181819,0.46153846153846156,0.35294117647058826,196.0,5,1,1,-3,沉睡用户,40-50
CUST_868815,53,40,51,1,12,0.0,10,16,17,10,10.0,6238.12,623.812,10.0,服装,53,女,普通,巴彦淖尔市,0.9411764705882353,0.625,1.0,0.5882352941176471,1.0,1,2,2,3,低频用户,50-60
CUST_868857,97,66,91,1,12,0.0,17,30,37,13,13.0,9390.51,722.3469230769231,13.0,文具,36,男,普通,阿克苏市,0.8108108108108109,0.5666666666666667,0.7647058823529411,0.35135135135135137,36.0,4,3,3,2,沉睡用户,30-40
CUST_868878,65,47,65,1,12,0.0,10,17,25,13,12.0,8516.119999999999,709.6766666666666,12.0,化妆品,43,女,普通,昌平区,0.68,0.5882352941176471,1.3,0.52,135.0,5,2,2,-1,沉睡用户,40-50
CUST_868914,108,64,105,1,12,0.0,23,31,39,15,15.0,10700.56,713.3706666666666,14.0,化妆品,26,女,普通,阳江市,0.7948717948717948,0.7419354838709677,0.6521739130434783,0.38461538461538464,28.0,3,3,3,3,低频用户,20-30
CUST_868949,54,42,54,1,11,0.0,12,18,15,9,9.0,7633.8,848.2,9.0,电子产品,58,男,普通,嘉定区,1.2,0.6666666666666666,0.75,0.6,2.0,1,2,2,3,低频用户,50-60
CUST_869013,92,60,83,1,12,0.0,21,27,26,18,18.0,15695.04,871.9466666666667,13.0,电子产品,45,男,会员,北碚区,1.0384615384615385,0.7777777777777778,0.8571428571428571,0.6923076923076923,7.0,1,4,5,8,普通用户,40-50
CUST_869022,139,81,123,1,12,0.0,28,29,58,24,22.0,17970.35,816.8340909090908,19.0,服装,30,女,会员,曲靖市,0.5,0.9655172413793104,0.8571428571428571,0.41379310344827586,9.0,2,5,5,8,普通用户,20-30
CUST_869054,40,31,39,1,12,0.0,12,10,14,4,4.0,3268.54,817.135,4.0,运动器材,43,男,普通,张掖市,0.7142857142857143,1.2,0.3333333333333333,0.2857142857142857,72.0,4,1,1,-2,沉睡用户,40-50
CUST_869089,106,73,98,1,12,0.0,27,29,38,12,11.0,8585.33,780.4845454545455,12.0,宠物用品,29,男,普通,和平区,0.7631578947368421,0.9310344827586207,0.4444444444444444,0.3157894736842105,22.0,3,2,2,1,沉睡用户,20-30
CUST_869108,152,81,135,1,12,0.0,32,42,54,24,24.0,18096.32,754.0133333333333,20.0,健身器材,30,男,会员,松江区,0.7777777777777778,0.7619047619047619,0.75,0.4444444444444444,28.0,3,5,5,7,普通用户,20-30
CUST_869156,87,60,79,1,12,0.0,17,26,35,9,9.0,6359.34,706.5933333333334,8.0,服装,36,女,普通,沧州市,0.7428571428571429,0.6538461538461539,0.5294117647058824,0.2571428571428571,273.0,5,2,2,-1,沉睡用户,30-40
CUST_869158,51,40,50,1,12,0.0,15,12,19,5,4.0,1748.9599999999998,437.23999999999995,4.0,珠宝首饰,53,女,普通,金山区,0.631578947368421,1.25,0.3333333333333333,0.2631578947368421,30.0,3,1,1,-1,沉睡用户,50-60
CUST_869209,90,58,87,1,12,0.0,16,37,25,12,12.0,10357.73,863.1441666666666,11.0,电子产品,51,男,会员,徐汇区,1.48,0.43243243243243246,0.75,0.48,5.0,1,2,3,4,低频用户,50-60
CUST_869239,113,71,105,1,12,0.0,21,42,35,15,15.0,9626.2,641.7466666666667,15.0,宠物用品,33,女,普通,清远市,1.2,0.5,0.7142857142857143,0.42857142857142855,29.0,3,3,3,3,低频用户,30-40
CUST_869246,117,78,113,1,12,0.0,26,31,42,18,16.0,10730.96,670.685,16.0,书籍,32,男,普通,萍乡市,0.7380952380952381,0.8387096774193549,0.6923076923076923,0.42857142857142855,13.0,2,4,3,5,低频用户,30-40
CUST_869247,92,61,87,1,12,0.0,18,24,39,11,11.0,9695.88,881.4436363636363,11.0,汽车配件,53,男,会员,廊坊市,0.6153846153846154,0.75,0.6111111111111112,0.28205128205128205,22.0,3,2,3,2,沉睡用户,50-60
CUST_869294,49,38,47,2,12,0.0,6,20,19,4,4.0,2596.57,649.1425,4.0,珠宝首饰,47,女,普通,佛山市,1.0526315789473684,0.3,0.6666666666666666,0.21052631578947367,106.0,5,1,1,-3,沉睡用户,40-50
CUST_869399,95,59,88,1,12,0.0,21,32,33,9,9.0,7293.73,810.4144444444444,9.0,服装,49,女,会员,荆门市,0.9696969696969697,0.65625,0.42857142857142855,0.2727272727272727,68.0,4,2,2,0,沉睡用户,40-50
CUST_869432,104,57,96,1,12,0.0,30,22,35,17,17.0,11941.77,702.4570588235295,16.0,珠宝首饰,30,女,普通,运城市,0.6285714285714286,1.3636363636363635,0.5666666666666667,0.4857142857142857,20.0,2,4,4,6,普通用户,20-30
CUST_869459,112,69,98,1,12,0.0,23,28,47,14,14.0,9670.73,690.7664285714285,12.0,宠物用品,43,女,会员,和田市,0.5957446808510638,0.8214285714285714,0.6086956521739131,0.2978723404255319,7.0,1,3,3,5,低频用户,40-50
CUST_869504,86,57,83,1,12,0.0,19,23,37,7,7.0,5608.13,801.1614285714286,7.0,电子产品,45,男,会员,和平区,0.6216216216216216,0.8260869565217391,0.3684210526315789,0.1891891891891892,275.0,5,1,1,-3,沉睡用户,40-50
CUST_869507,146,81,131,1,12,0.0,21,50,59,16,16.0,11579.2,723.7,16.0,电子产品,38,男,会员,鞍山市,0.847457627118644,0.42,0.7619047619047619,0.2711864406779661,17.0,2,4,4,6,普通用户,30-40
CUST_869521,139,77,123,1,12,0.0,36,38,53,12,12.0,9727.33,810.6108333333333,12.0,电子产品,37,男,会员,合川区,0.7169811320754716,0.9473684210526315,0.3333333333333333,0.22641509433962265,141.0,5,2,3,0,沉睡用户,30-40
CUST_869524,127,74,116,1,12,0.0,27,42,41,17,17.0,15285.869999999999,899.1688235294117,16.0,电子产品,25,男,会员,文昌市,1.024390243902439,0.6428571428571429,0.6296296296296297,0.4146341463414634,8.0,2,4,5,7,普通用户,20-30
CUST_869544,97,63,89,1,12,0.0,25,27,35,10,10.0,5199.12,519.912,10.0,食品,41,女,会员,岳阳市,0.7714285714285715,0.9259259259259259,0.4,0.2857142857142857,48.0,4,2,1,-1,沉睡用户,40-50
CUST_869547,486,95,212,1,12,0.0,94,130,174,88,84.0,56422.04,671.6909523809524,36.0,服装,40,女,会员,湘潭市,0.7471264367816092,0.7230769230769231,0.9361702127659575,0.5057471264367817,9.0,2,5,5,8,普通用户,30-40
CUST_869547,486,95,212,1,12,0.0,94,130,174,88,84.0,56422.04,671.6909523809524,36.0,服装,36,女,普通,阜阳市,0.7471264367816092,0.7230769230769231,0.9361702127659575,0.5057471264367817,9.0,2,5,5,8,普通用户,30-40
CUST_869579,95,70,90,1,12,0.0,23,29,26,17,17.0,14128.58,831.0929411764706,16.0,汽车配件,33,男,普通,大兴安岭地区,1.1153846153846154,0.7931034482758621,0.7391304347826086,0.6538461538461539,16.0,2,4,4,6,普通用户,30-40
CUST_869648,45,36,43,2,12,0.0,10,13,19,3,3.0,1386.31,462.1033333333333,3.0,宠物用品,17,女,普通,西贡区,0.6842105263157895,0.7692307692307693,0.3,0.15789473684210525,92.0,5,1,1,-3,沉睡用户,<20
CUST_869858,109,70,102,1,12,0.0,25,34,33,17,17.0,10981.75,645.9852941176471,15.0,服装,42,女,会员,荣昌区,1.0303030303030303,0.7352941176470589,0.68,0.5151515151515151,128.0,5,4,3,2,沉睡用户,40-50
CUST_869907,98,68,93,1,12,0.0,17,29,42,10,9.0,6257.24,695.2488888888888,10.0,服装,42,男,会员,铜陵市,0.6904761904761905,0.5862068965517241,0.5882352941176471,0.23809523809523808,126.0,5,2,2,-1,沉睡用户,40-50
CUST_869938,128,73,113,1,12,0.0,15,32,57,24,24.0,18180.74,757.5308333333334,19.0,电子产品,34,男,会员,荆门市,0.5614035087719298,0.46875,1.6,0.42105263157894735,79.0,5,5,5,5,低频用户,30-40
